propertyImmoCode,provinceCode,postalCode,salePrice,propertyType,propertySubtype,buildingCondition,propertySurface,landSurface,constructionYear,EPC,floors,facades,rooms,bedrooms,bathrooms,showerrooms,kitchenSurface,atticSurface,basementSurface,livingroomSurface,diningroomSurface,gardenSurface,terraceSurface,hasSwimmingpool
10166832,VAN,2100,274000,2,,2,94,,1965,122,4,2,,2,1,0,6,,1,38,,,4,
10166830,VOV,9040,340000,2,,1,112,,1957,178,,3,,2,1,0,11,,1,48,,,40,
10166829,WBR,1330,230000,2,,1,77,,1971,477,2,3,,2,1,0,9,,31,27,,,,
10154051,BBR,1190,265000,2,,2,94,,,178,13,2,,3,1,0,,,1,39,,,14,
10166821,WLG,4053,850000,2,,2,160,,2021,93,2,3,,3,2,2,20,,1,60,,,24,
10166820,WLG,4053,850000,2,,2,160,,2021,102,2,3,,3,2,2,21,,1,60,,,25,
10166819,WLG,4053,850000,2,,2,160,,2021,119,2,3,,3,2,2,20,,1,60,,,43,
10105915,VAN,2490,239000,1,,,,3723,,,,4,,3,1,0,,1,,,,,,
10026683,VAN,2491,335000,1,,,338,1455,,229,,4,,3,1,0,,,,,,,1,
10166817,WNA,5002,215000,2,16,1,83,,,258,,2,,2,1,0,18,,,21,,,,
10166816,VBR,1730,498000,1,1,2,166,795,1991,227,,4,,3,1,0,14,1,,18,1,629,52,
10130372,VBR,3000,159000,2,21,2,18,,2015,,,,,1,1,0,,,,,,,1,
10166815,WLX,6800,229000,1,,1,140,0,,295,,2,,3,1,1,15,1,1,20,,,20,
10166814,VOV,9473,675000,1,7,1,254,0,,100,,3,,6,4,0,7,,,98,,,,
10166811,VOV,9400,125000,1,,,87,0,,457,,2,,2,1,0,10,,,18,1,,,
10166809,VOV,9400,210000,2,,,,,,126,4,,,1,1,0,,,,35,,,12,
10166808,VOV,9400,229000,2,,1,,,,88,5,,,2,1,0,,,,35,,,,
10166807,VOV,9400,210000,2,,,,,,106,,,,1,1,0,,,,35,,,12,
10166805,VBR,1840,325000,1,,,188,283,1951,480,,3,,5,1,0,12,,,44,,,10,
10166804,VBR,1785,395000,1,,,185,554,1973,647,,3,,3,1,0,12,,11,33,,,10,
10166803,VBR,1860,549000,1,11,,195,852,1996,276,,4,,3,1,0,13,,,41,,,1,
10166801,VBR,1785,395000,1,,,187,682,1973,540,,3,,3,1,0,,,11,33,,,1,
10166800,VBR,1850,395000,1,,,205,165,1918,314,,3,,4,1,0,42,,1,27,,,1,
10166798,VOV,9500,245000,2,16,1,110,,2021,15,,2,,2,1,0,8,,,40,,,6,
10166795,VAN,2630,519000,1,,2,198,210,2022,,,2,,4,2,0,7,,,34,,,1,
10166793,BBR,1180,535000,1,7,1,190,140,,,,2,,3,3,0,,,,,,57,1,
10166792,VAN,2970,949000,2,19,2,235,,2006,181,2,4,,2,1,0,,,1,1,,,50,
10166791,VAN,2950,899000,1,11,2,500,4200,2001,246,,4,,3,2,0,,1,,1,,,1,
10166789,WLX,6792,545000,1,,2,270,1774,,235,,3,,5,2,0,18,,,22,1,1574,20,
10166788,WLG,4690,199000,1,,6,286,692,1949,434,,3,,3,3,0,17,1,1,34,1,543,1,
10166787,VAN,2100,435000,1,7,1,177,250,1957,215,,2,,4,2,2,6,,1,32,,130,33,
10166786,VAN,2930,635500,1,,,260,694,2022,,,3,,4,2,0,,,,70,,1,27,
10166785,VAN,2930,507000,1,,,192,435,2022,,,2,,3,1,0,,,,64,,1,24,
10166783,VAN,2640,249500,2,,5,123,,1967,166,6,2,,3,1,0,15,,1,40,,,6,
10166782,VBR,3300,198000,2,15,1,100,,1980,247,1,,,2,1,1,,,1,,,,,
10166781,VOV,9600,145000,1,,5,110,51,1900,579,,2,,3,1,0,10,1,,16,1,,,
10166779,WNA,5140,139000,1,,1,91,90,,454,,3,,2,1,1,10,1,1,12,1,,30,
10166777,VAN,2850,269000,1,,,119,0,1927,213,,2,,3,1,0,,1,1,,,,1,
10166768,WLG,4000,59000,1,10,3,190,400,1920,540,,3,,4,1,1,14,1,1,37,,250,3,
10166767,WHT,7730,750000,1,11,2,439,1948,,250,,4,,4,3,3,28,,,35,,800,50,
10166766,WHT,7500,1090000,1,,2,574,570,1965,131,,2,7,6,4,0,30,1,1,52,,,13,
10166765,WHT,7000,175000,2,,6,145,,,439,3,3,,3,1,0,,,1,,,,30,
10166763,WHT,7370,245000,1,,1,134,239,,97,,2,,3,1,0,,20,,,,179,136,1
10166761,WHT,6230,349900,1,,4,250,409,1900,120,,3,,4,2,3,15,1,1,20,1,200,50,
10166760,WHT,7700,219000,1,,1,104,215,,357,,2,,2,1,1,17,1,1,23,,90,1,
10166759,WLG,4051,175000,1,,2,67,360,,321,,2,,1,1,0,13,,11,1,,322,1,
10166758,VOV,9000,765000,1,7,1,,59,1950,227,,2,,6,6,6,,,,1,,,,
10166742,BBR,1000,935000,1,8,1,476,221,1874,510,,2,,3,3,3,,,,1,,76,1,
10166740,BBR,1040,545000,2,17,5,216,,1874,510,2,,,3,3,3,,,1,1,,,1,
10166737,VBR,1933,395000,1,,1,161,0,,515,,2,,4,1,0,31,,1,21,1,,1,
10166716,VOV,9940,360000,2,15,2,103,,2025,,,2,,2,1,0,15,,1,30,,,36,
10166715,VOV,9940,410000,2,15,2,146,,2025,,,2,,3,1,0,16,,1,33,,,29,
10166714,VOV,9940,310000,2,,2,90,,2025,,,2,,2,1,0,12,,1,23,,,9,
10166713,VOV,9940,320000,2,,2,93,,2025,,,2,,2,1,0,10,,1,22,,,14,
10166712,VOV,9940,255000,2,,2,69,,2025,,,2,,1,1,0,9,,1,20,,,9,
10166711,VOV,9940,295000,2,,2,75,,2025,,,2,,1,1,0,12,,1,20,,,17,
10166710,VOV,9940,370000,2,,2,107,,2025,,,2,,2,1,0,16,,1,26,,,16,
10166709,VOV,9940,375000,2,,2,113,,2025,,,2,,2,1,0,8,,1,40,,,9,
10166708,VOV,9940,350000,2,,2,105,,2025,,,2,,2,2,0,12,,1,20,,,10,
10166707,VOV,9940,320000,2,,2,90,,2025,,,2,,2,1,0,12,,1,23,,,9,
10166706,VOV,9940,330000,2,,2,93,,2025,,,2,,2,1,0,12,,1,20,,,14,
10166705,VOV,9940,260000,2,,2,69,,2025,,,2,,1,1,0,9,,1,20,,,9,
10166704,VOV,9940,300000,2,,2,75,,2025,,,2,,1,1,0,11,,1,21,,,17,
10166703,VOV,9940,300000,2,,2,75,,2025,,,2,,1,1,0,11,,1,21,,,17,
10166702,WLX,6900,459000,1,,2,,399,2018,68,,3,,4,1,1,10,,,20,1,283,24,
10166701,VOV,9940,380000,2,,2,107,,2025,,,2,,2,1,0,16,,1,26,,,16,
10166700,VOV,9940,440000,2,19,2,122,,2025,,,2,,2,1,0,16,,1,31,,,48,
10166699,WLX,6760,275000,2,,2,114,,2023,85,3,3,,3,1,0,,,,44,,,11,
10166698,VOV,9940,395000,2,19,2,97,,2025,,,2,,1,1,0,13,,1,27,,,74,
10166697,VOV,9940,255000,2,,2,71,,2025,,,2,,1,1,0,14,,1,28,,,10,
10166696,VOV,9940,265000,2,,2,69,,2025,,,2,,1,1,0,11,,1,21,,,8,
10166695,VOV,9940,265000,2,,2,74,,2025,,,2,,1,1,0,12,,1,23,,,9,
10166694,VOV,9940,445000,2,19,2,125,,2025,,,2,,3,1,0,16,,1,32,,,55,
10166693,VOV,9940,445000,2,19,2,125,,2025,,,2,,2,2,0,16,,1,32,,,55,
10166691,VOV,9940,265000,2,15,2,72,,2025,,,2,,1,1,0,12,,1,22,,,18,
10166690,VOV,9940,320000,2,15,2,95,,2025,,,2,,2,1,0,12,,1,24,,,25,
10166689,VOV,9940,360000,2,15,2,103,,2025,,,2,,2,1,0,15,,1,30,,,21,
10166688,VOV,9940,295000,2,15,2,80,,2025,,,2,,1,1,0,12,,1,23,,,15,
10166687,VOV,9940,295000,2,15,2,80,,2025,,,2,,1,1,0,12,,1,23,,,15,
10166680,VOV,9050,425000,1,,5,137,238,1957,356,,2,,3,1,0,13,1,1,28,,115,18,
10166679,WHT,6180,330000,1,,2,190,931,,372,,4,,3,1,415,10,1,1,13,1,800,1,
10166677,VBR,3300,299000,1,8,2,120,100,1850,,,2,,1,1,0,12,1,,30,,,32,
10166676,VBR,3300,184500,2,,,,,,112,,2,,2,1,0,,,1,42,,,,
10166675,VBR,3000,304000,2,17,2,98,,2004,111,,2,,3,1,0,,,1,36,,,12,
10166674,VBR,3000,339000,2,17,2,98,,2004,111,3,2,,3,1,0,,,1,36,,,12,
10166673,WHT,7700,309500,1,,2,144,187,2021,,,3,,4,2,2,,,,,,,1,
10166670,BBR,1050,395000,2,,1,100,,1971,310,6,3,,2,2,1,9,,1,30,,,1,
10166668,WBR,1300,705000,1,7,2,212,0,,88,,2,,4,2,0,,,,1,,,8,
10166666,WLG,4800,220000,2,20,1,171,,2015,115,3,3,,3,2,2,16,,1,50,,,1,
10166665,VAN,2840,240000,1,,1,101,750,,448,,3,,2,1,0,1065,,,25,,18,18,
10166663,VAN,2930,249000,2,,1,83,,1985,326,2,,,2,1,0,12,,,40,,,6,
10166661,VAN,2610,450000,1,,1,160,190,2000,248,,2,,3,1,0,8,,14,40,1,90,5,
10166657,BBR,1082,390000,1,,5,150,370,1985,437,,4,,2,1,0,14,1,,20,1,12,,
10166656,VLI,3770,265000,1,1,2,92,257,,272,,4,,2,1,1,,,,38,,,22,
10145166,WLG,4680,149000,1,,6,59,47,,375,,2,,2,1,1,8,1,1,23,,,,
10166655,VWV,8300,2250000,1,,2,278,661,2015,94,,3,6,5,4,4,,1,,,,,1,
10166647,VBR,1750,335000,1,1,6,145,1389,1967,743,,4,,3,1,0,14,,6,41,,,1,
10166646,WLG,4801,245000,1,8,2,150,362,,190,,2,,3,1,0,14,,1,13,1,258,37,
10166645,WLG,4802,155000,2,,1,60,,2005,330,8,2,,1,1,0,9,,1,22,,,,
10166644,WLX,6800,349000,1,,5,290,14,1984,285,,4,,2,1,0,19,1,1,20,1,1200,19,
10166642,VOV,9200,289000,1,,1,150,303,1981,336,,2,,2,1,0,13,,,31,,,1,
10166641,VBR,1850,295000,1,,5,146,160,,441,,2,,3,1,0,14,,15,30,1,,50,
10166640,VBR,3050,335000,1,,6,154,246,1962,482,,3,,3,1,0,10,55,11,33,1,100,10,
10166638,VBR,1702,445000,1,11,,216,384,1960,593,,4,,4,2,0,11,1,1,18,,,9,
10166637,VWV,8930,169500,1,,1,119,0,,,,3,,2,1,1,23,1,1,30,,,1,
10166636,WHT,6032,195000,1,,1,110,396,,376,,,,3,1,0,,,1,30,,,1,
10166635,BBR,1080,129000,2,18,5,41,,,205,,3,,0,1,0,9,,,23,1,,1,
10166634,WLG,4030,145000,1,,6,85,100,,499,,2,,3,1,1,8,,1,1,1,,,
10166632,VAN,2550,498000,1,9,,190,315,1972,185,,3,,3,1,0,,,,45,,200,24,
10132476,VAN,2540,398000,1,,6,150,477,1978,503,,3,,4,1,0,8,,,30,,370,12,
10166631,VOV,9520,375000,1,,2,126,191,2022,,,3,,3,1,0,,,,1,,,1,
10166630,VOV,9520,375000,1,,2,126,218,2022,,,3,,3,1,0,,,,1,,,1,
10166629,VOV,9340,240000,1,,6,135,320,1963,781,,3,,3,1,0,5,,1,28,,,1,
10028694,VWV,8300,1095000,2,,2,100,,1981,84,6,2,,3,2,1,,,,,,,25,
10166628,VOV,9500,229000,1,,2,200,165,2014,150,,2,,3,2,0,,,,1,,100,15,
10126005,WHT,7862,375000,1,11,2,204,720,2015,111,,4,,4,1,0,20,1,,34,,600,,
10166627,VAN,2830,269000,2,,1,88,,,207,,,,2,1,0,,,,,,,50,
10166622,VWV,8300,945000,1,,1,,270,,,,2,,6,3,2,,1,,,,270,1,
10166620,BBR,1000,319000,2,16,2,80,,1997,208,3,,,1,1,0,22,,1,25,,,,
10166615,VAN,2000,995000,2,16,2,235,,2013,161,5,2,4,3,3,0,16,,11,84,,110,110,
10166614,VBR,1830,800000,1,11,1,152,1847,1991,223,,4,,2,1,0,17,200,200,45,,,62,
9936513,VWV,8300,1095000,2,,2,100,,1980,237,,2,4,3,2,2,,,,,,,15,
10166613,VAN,2018,795000,1,10,,266,130,1895,312,,2,,5,2,0,8,,1,30,1,40,1,
10166612,VOV,9240,189000,2,,,85,,,192,,2,,1,1,0,8,,,35,,,1,
10166609,WLG,4630,380000,1,11,1,194,821,1985,479,,4,,4,,0,13,1,1,38,,,1,
10166606,VAN,2018,1330000,1,6,2,352,205,1900,131,,2,,4,2,2,,,1,,,94,,
10166605,VAN,2140,645000,1,,1,245,144,,243,,2,,5,2,0,,,1,,,,1,
10166603,VAN,2060,695000,1,,,254,133,,287,,2,,4,3,0,,,1,,,38,,
10166602,BBR,1180,495000,2,16,2,130,,,129,3,2,,3,2,1,,,,1,,25,20,
10166601,VAN,2550,695000,2,,,164,,2006,192,,,,2,2,0,,,,,,90,1,
10112196,VOV,9320,250000,1,11,5,160,400,,416,,4,,3,1,0,9,,1,47,,300,8,
10092674,VOV,9280,230000,1,,1,165,270,,188,,3,,3,1,0,13,1,,23,1,,50,
10166595,VWV,8750,639000,1,,1,254,2951,1984,412,,4,,3,2,2,20,,,33,,2951,1,
10166593,BBR,1020,199000,2,,5,75,,1960,239,14,2,,2,1,0,7,,,32,,,15,
10166585,VAN,2640,459000,1,9,2,170,0,1979,254,,3,,3,1,0,,,,,,1,,
10166581,BBR,1200,390000,2,,2,101,,1950,1060,2,2,,3,1,0,8,,,25,,,12,
10166580,WLG,4870,189000,1,,6,170,415,,717,,3,,5,1,1,12,1,1,17,1,200,,
10166579,VAN,2950,445000,1,1,2,168,586,1986,299,,4,,2,1,0,,1,,,,,1,
10166578,VBR,1785,457200,2,,2,139,,,,,2,,3,1,0,,,,,,,7,
10166577,BBR,1050,395000,2,,5,120,,1957,178,6,,,2,1,1,,,1,35,,,,
10166576,BBR,1150,795000,1,,5,150,404,1965,513,,3,,4,2,2,,1,1,1,1,250,20,
10125926,BBR,1060,650000,2,,2,197,,1874,247,6,2,,3,3,3,7,,1,31,1,,,
10166575,BBR,1070,399000,1,,1,115,208,,,,2,,4,1,0,14,,,30,1,90,10,
10166574,WLG,4020,485000,1,,1,260,110,1930,253,,2,,4,3,1,15,,1,16,1,,20,
10166560,VOV,9404,256000,1,,1,158,240,,793,,3,,3,1,0,11,,,30,,,1,
10166559,VOV,9400,229000,1,,6,133,207,1955,628,,2,,3,1,0,10,1,1,25,,,1,
10166558,BBR,1080,295000,2,,1,76,,2003,260,,3,,2,2,0,8,,1,39,1,,22,
10166557,BBR,1030,424000,2,,1,110,,1954,192,,,,2,1,0,10,,1,42,,,,
10166554,VAN,2100,649000,1,7,1,395,264,,245,,3,,6,5,0,,,1,1,,,,
10166553,BBR,1160,595000,1,,6,216,170,,,,2,,6,2,2,6,,37,26,,88,,
10166552,WHT,6110,295000,1,11,4,200,1200,1930,447,,4,,3,2,1,11,1,1,40,,600,,
10143039,VAN,2840,396200,2,,2,137,,,,,,,3,1,0,21,,,31,,,11,
10143038,VAN,2840,445200,2,,2,165,,,,,,,3,1,0,24,,,38,,,11,
10099027,VAN,2610,239000,2,,2,80,,,130,2,2,,2,1,0,,,,1,,,,
10041124,VAN,2840,347200,2,,2,,,,,,,,3,1,0,30,,,23,,64,10,
10041123,VAN,2840,357200,2,,2,,,,,,,,3,1,0,30,,,24,,127,10,
10041121,VAN,2840,347200,2,,2,122,,,,,,,3,1,0,22,,,19,,,10,
10041120,VAN,2840,347200,2,,2,122,,,,,,,3,1,0,20,,,21,,,10,
10166550,VBR,1547,225000,1,,5,,416,1930,245,,2,,2,1,0,17,32,5,22,,,1,
10166541,BBR,1050,749000,2,,4,117,,1927,231,3,2,,2,2,0,13,,,26,,,,
10166540,BBR,1180,699000,2,,4,116,,1927,198,3,2,,2,2,0,13,,,26,,,,
10166539,BBR,1180,849000,2,15,4,167,,1927,246,3,2,,3,2,0,18,,1,22,,35,,
10166538,BBR,1050,849000,2,15,4,167,,1927,246,3,2,,3,2,0,18,,1,22,,35,,
10166537,BBR,1180,2890000,1,7,4,550,230,1927,246,,2,,8,7,7,18,,1,22,,,,
10166536,VAN,2400,285000,1,,,130,450,,334,,4,,3,1,0,7,,8,30,,,1,
10166535,BBR,1050,380000,2,,2,70,,2012,125,6,2,,1,1,0,,,3,1,1,,,
10166533,WLG,4000,190000,2,,1,88,,,215,7,2,,2,1,0,8,,1,31,,,3,
10166532,WHT,6200,285000,1,6,1,124,893,,330,,4,,2,1,0,11,,,18,1,740,72,
10166530,WHT,7140,155000,2,,,87,,,376,2,2,,2,1,0,,,,1,,,,
10166528,VLI,3500,380000,1,,,188,963,1987,366,,4,,3,1,0,19,1,1,1,1,,1,
10166526,WHT,6220,120000,1,,1,110,90,,437,,2,,3,1,1,9,1,1,,1,,1,
10166525,WLG,4000,379000,2,,2,135,,,228,,2,,1,1,0,32,,1,28,,,,
10166523,VOV,9700,145000,1,,6,143,81,1918,499,,2,,3,1,0,,1,1,,,,1,
10166522,BBR,1082,209000,2,,5,84,,1964,306,4,,,2,1,0,8,,5,37,,,4,
10166521,VBR,1780,255000,2,,2,80,,2010,92,3,2,,2,1,1,9,,1,25,,,2,
10166520,BBR,1020,235000,2,,1,95,,1956,350,4,2,,2,1,0,11,,5,33,,,2,
10166519,VBR,3211,895000,1,,,206,15909,,826,,4,,5,1,0,10,1,1,32,1,,1,
10166517,WLG,4020,187000,1,,4,122,97,1952,572,,2,,2,1,1,15,,1,13,1,,25,
10166516,WLG,4032,89000,1,,6,110,62,,,,2,,2,1,0,,,,1,,,20,
10166515,BBR,1030,129000,2,18,6,40,,,415,3,2,,0,1,0,,,,22,,,4,
10166512,BBR,1090,465000,1,7,2,210,0,,308,,2,,4,2,2,,,,42,,67,30,
10166511,BBR,1090,465000,1,,2,210,0,,308,,2,,5,2,2,,1,1,42,,67,30,
10166510,BBR,1070,319000,1,,5,210,0,,305,,2,,4,2,2,,,,1,1,25,,
10166507,BBR,1082,349000,1,,1,120,130,1984,435,,3,,3,1,1,7,,,26,,130,1,
10166506,VOV,9140,450000,1,6,1,401,285,1990,226,,2,,4,2,0,16,,,50,,,44,
10166505,WLG,4960,1385,1,,1,197,316,1927,246,,3,,3,2,0,,,,,,,33,
10166504,WLG,4800,1450,2,16,2,206,,,336,,,,2,2,0,17,,1,29,1,,12,
10166503,VWV,8587,315000,1,,1,125,260,2022,,,2,,3,1,0,,,,,,,1,
10166502,VWV,8550,298000,2,,1,,,,115,2,3,,2,2,0,26,,,,,,1,
10166501,VWV,8587,340000,1,,1,140,260,2022,,,2,,3,2,1,,,,,,,1,
10166494,VAN,2610,845000,1,,1,341,0,1985,283,,3,,3,1,0,,,,,,132,57,1
10166491,VAN,2880,215000,2,,2,67,,1991,281,,3,,2,1,0,7,,,26,,,13,
10166489,VAN,2610,845000,1,8,1,341,0,1985,283,,3,,3,1,0,,,,,,132,57,1
10166488,BBR,1200,349000,2,,,97,,1969,211,14,2,,2,,1,15,,1,49,,,21,
10166485,WHT,7390,372000,1,,,275,564,,254,,,,3,1,0,17,,50,35,1,,,1
10166484,VOV,9050,176000,2,,5,56,,,133,,,,1,1,0,7,,20,16,,,,
10166483,VOV,9000,176000,2,18,5,56,,,133,,,,1,1,0,7,,,16,,,,
10166481,VLI,3910,335000,1,,,217,1120,1995,402,,,,3,1,0,,,,1,,1,1,
10166479,VLI,3680,194000,2,,,82,,1973,241,4,,,2,,0,,,1,1,,,1,
10166477,VLI,3500,229000,1,,5,126,107,1930,349,,,,3,1,0,19,6,,28,,1,,
10037568,VAN,2400,159000,1,,6,119,290,1935,1177,,,,3,1,0,,,,,,1,,
10166476,VAN,2490,335000,1,,2,161,847,2004,167,,,,4,1,0,,,,,,1,,
10166475,VAN,2440,149000,2,,2,59,,1996,118,2,,,1,1,0,,,,,,,,
10166474,VAN,2440,169000,2,,2,80,,1996,118,2,,,2,1,0,,,,,,,,
10123390,VOV,9770,139950,1,,6,120,100,,1090,,,,3,,0,9,,10,25,1,1,,
10166471,WNA,5370,445000,1,,,346,2876,,241,,,,5,,0,,,,,,1,,
10166470,WLX,6940,230000,1,,2,91,751,,547,,,,3,,0,,,,,,1,,
10166466,VOV,9100,195000,1,,5,155,293,,520,,,,4,,0,,,1,1,,1,,
10166465,VOV,9100,185000,1,,5,115,289,,506,,,,3,,0,,,,1,1,,,
10166464,VOV,9100,469000,1,,5,203,1063,1953,946,,,,3,1,0,,,1,1,1,1,,
10066658,VWV,8434,550000,1,,,250,600,1985,229,,,,3,2,0,,,,1,,,1,
10166459,VWV,8400,280000,2,,,67,,1997,262,,,,2,1,0,,,,31,,,13,
10166458,VWV,8400,890000,2,,,115,,2013,103,8,,,2,2,0,9,,,28,,,104,
10166456,WHT,7700,99000,1,,6,,0,,442,,,,2,1,0,19,,,30,,,,
10166454,VWV,8620,195000,2,,,58,,1975,198,2,,,1,,0,,,,,,,5,
10166453,VWV,8310,479000,1,,4,270,820,1930,236,,,,4,1,0,,,,,,1,1,
10166451,VWV,8840,299500,2,,,148,,,,3,,,2,1,0,,,,1,,,1,
10166450,VWV,8840,299500,2,,,148,,,,3,,,2,1,0,,,,1,,,1,
10064601,VWV,8870,229000,1,,2,,187,1930,267,,,,3,1,0,,,1,1,,1,1,
10166449,VBR,3210,928000,1,11,,368,1325,1991,248,,,,6,1,0,25,,130,,1,1,50,
10109322,VWV,8500,649000,2,,,170,,1984,107,5,,,2,2,0,,,,1,,,,
10166448,VLI,3600,549000,1,,,230,1652,1999,261,,,,3,1,0,,,130,1,1,1,1,
10166447,VAN,2018,384000,2,,,120,,1956,131,8,,,3,1,0,,,4,58,,,2,
10166444,VWV,8560,155000,1,,,120,65,,181,,,,3,1,0,,,1,1,1,1,,
10166443,VWV,8940,399000,1,,2,,1237,1983,,,,,4,1,0,8,,,40,,934,,
10166441,VBR,1950,715000,2,19,,,,,,,,,3,,0,,,,,,,,
10166440,VWV,8470,220000,1,,6,130,327,1930,448,,,,3,1,0,27,,,29,,160,,
10092806,VWV,8000,459000,2,,,120,,,132,,,,2,1,0,,,,1,,,,
10166439,VAN,2240,385000,1,,6,201,973,1973,352,,,,4,2,0,30,4,10,24,,1,,
10166438,VWV,8200,185000,2,,,,,,,,,,1,1,0,,,,,,,,
10166431,VAN,2600,315000,2,,2,108,,1980,186,7,,,2,2,0,,,1,1,,,1,
10166430,VAN,2140,189000,2,,2,,,,155,12,,,2,,0,,,1,1,,,1,
10166428,VBR,3300,149500,1,,6,132,349,,539,,,,2,1,0,,,,,1,1,,
10035958,VAN,2070,355000,1,,,240,229,,350,,,,5,2,0,,,,1,,1,1,
10166424,VLI,3530,285000,1,,,170,613,1964,420,,,,3,1,0,,,,1,1,1,1,
10166422,VWV,8930,670000,1,11,,375,1821,1968,494,,,,3,2,0,,,1,1,,1,1,
10166421,VWV,8890,670000,1,11,,375,1821,1968,494,,,,3,2,0,,,1,1,,1,1,
10166420,VWV,8500,310000,1,,2,202,100,,235,,,,4,1,0,,,,,,1,1,
10166419,VWV,8740,299000,1,,4,156,234,,189,,,,4,1,0,13,16,10,14,1,1,1,
10166417,VWV,8870,849000,1,,5,279,4327,1986,647,,,,4,1,0,,,1,1,1,1,,
10166410,VAN,2140,449900,1,,,155,105,1895,254,,,,3,1,0,16,,48,,,25,,
10166409,VAN,2140,289000,1,,6,125,165,1950,641,,,,2,1,0,13,,45,,,90,,
10166408,VAN,2100,249900,2,15,,70,,2022,,2,,,2,1,0,,,,,,1,,
10166407,VAN,2100,229900,2,,,75,,2022,,2,,,2,1,0,,,,,,1,6,
10109283,VAN,2100,329000,1,,5,175,260,1960,380,,,,3,1,0,6,,,,,150,24,
10166404,VLI,3500,499000,1,10,,180,125,,233,,,,3,2,0,18,,1,30,1,1,,
10166403,VAN,2300,439900,1,,,200,775,1993,229,,,,3,2,0,,,,1,1,,,
10166402,VAN,2450,399000,1,,,220,610,1960,313,,,,3,1,0,14,,1,18,1,220,,
10166401,VLI,3740,329900,1,,,165,250,2020,119,,,,3,1,0,,,,23,1,1,1,
10166400,VLI,3550,249900,2,,,,,2019,43,,,,1,1,0,,,,1,1,,9,
10166396,VAN,2018,349000,2,15,,76,,,132,3,,,1,1,0,10,,1,,,100,,
10166395,VAN,2018,285000,2,,,74,,,99,3,,,1,1,0,,,1,,,,7,
10166392,VAN,2920,285000,2,,,81,,,173,2,,,2,1,0,,,,1,,,20,
10166390,VAN,2920,285000,2,,,81,,1973,476,2,,,2,1,0,,,,1,,,,
10166389,VAN,2170,720000,1,7,4,,0,,,,,,0,,0,,,,,,,,
10166381,VWV,8020,365000,1,,,,540,1970,304,,,,3,1,0,,,,1,,,,
10166372,VOV,9550,300000,1,,2,185,606,1953,358,,,,2,1,0,14,57,24,18,1,500,16,
10166371,VOV,9550,265000,1,,,177,742,1957,311,,,,3,1,0,28,53,18,20,1,495,18,
10166370,VOV,9420,280000,1,9,2,139,156,1977,360,,,,3,1,0,6,,,25,1,90,32,
10166369,VOV,9550,225000,2,16,2,120,,1998,158,,,,3,1,0,10,16,,47,,,27,
10166368,VOV,9550,209000,2,,2,90,,1997,124,,,,3,1,0,8,,,33,,,15,
10166367,VOV,9552,465000,1,,,194,9176,1982,595,,,,3,1,0,,,,1,1,1,1,
10166366,VOV,9550,399000,1,,,175,480,2022,,,,,4,1,0,16,23,,19,1,235,20,
10166365,VOV,9000,675000,1,,5,320,163,,449,,,,4,2,0,18,39,26,38,,52,,
10166364,VWV,8570,295000,1,,2,165,150,2008,138,,,,3,1,0,9,27,,,,150,15,
10166363,VOV,9000,445000,2,,5,177,,,244,5,,,4,,0,,,,,,,1,
10166362,VOV,9990,319915,2,,,,,,,2,,,2,,0,,,,,,,,
10166361,VOV,9990,265995,2,,,,,,,2,,,2,,0,,,,,,,,
10166360,VOV,9990,279483,2,,,,,,,2,,,2,,0,,,,,,,,
10116952,VAN,2580,329000,1,,6,205,446,1977,248,,,,3,1,0,,,,1,,1,,
10166359,VOV,9160,181000,1,,6,150,229,,1031,,3,,3,1,0,,1,,,,100,20,
10166358,VOV,9550,270000,1,8,6,230,646,1919,888,,4,,5,,1,9,93,51,41,,359,57,
10166357,VOV,9000,235000,2,,4,,,,159,2,,,1,1,0,,,,,,,,
10166356,VOV,9000,229000,2,,4,,,,244,2,,,1,1,0,,,,,,,,
10166354,VOV,9870,405000,1,,,193,0,,,,,,4,1,0,,,,1,,66,,
10166352,VWV,8301,1495000,2,,2,124,,,244,8,2,4,3,2,0,,,1,1,1,,,
10166351,VOV,9230,199000,1,,,,95,1957,435,,,,3,1,0,,,,,,19,,
10166348,WHT,7130,145000,2,15,4,,,,196,,2,,2,1,1,,,,1,,,,
10166346,VWV,8900,269000,1,,2,131,516,,594,,,,3,1,0,,,,,1,1,1,
10166345,VWV,8610,249000,1,,,179,640,1952,915,,,,3,1,0,,,,,1,1,,
10166344,VWV,8680,335000,1,,2,158,533,1999,244,,,,3,1,0,,,,1,,1,1,
10166341,VWV,8970,230000,2,19,2,425,,1953,153,2,,,1,1,0,,,,1,,,,
10166340,VWV,8650,399000,1,,2,216,805,,232,,,,4,2,0,,,,1,,1,1,
10166339,VOV,9950,395000,2,16,2,175,,2015,182,,,,4,2,0,,,,1,1,1,1,
10166321,VOV,9290,324900,2,,4,97,,,204,3,,,2,1,0,,,,1,,,,
10166320,VOV,9090,699000,1,11,,332,0,,207,,,,5,,0,,,,1,1,,1,
10166319,VWV,8301,1495000,2,,,124,,1967,,,,4,3,,0,,,,,,,,
10166317,VOV,9500,310000,1,,2,154,355,,,,,,3,1,0,15,,,29,,1,,
10166316,VOV,9041,325000,1,,5,158,584,1973,363,,,,3,1,0,11,35,,16,1,1,,
10166315,VOV,9500,325000,1,,4,167,266,1936,170,,,,4,1,0,13,,14,23,1,1,1,
