propertyImmoCode,provinceCode,postalCode,salePrice,propertyType,propertySubtype,buildingCondition,propertySurface,landSurface,constructionYear,EPC,floors,facades,rooms,bedrooms,bathrooms,showerrooms,kitchenSurface,atticSurface,basementSurface,livingroomSurface,diningroomSurface,gardenSurface,terraceSurface,hasSwimmingpool
10149081,VBR,1850,449000,1,,2,192,169,1918,230,,2,,5,2,1,16,,8,38,,,1,
10149079,VAN,2800,125000,1,,5,100,35,,475,,4,,2,1,0,10,,,20,,,,
10149078,VBR,3210,369000,1,,6,159,0,1955,877,,4,,3,1,1,13,35,25,17,1,,1,
10149075,BBR,1020,329000,2,20,4,125,,,95,,2,,3,1,1,,,,1,,,14,
10149070,WBR,1457,725000,1,,1,370,1639,1850,267,,4,,7,3,1,20,1,1,50,,1200,20,
10149069,VWV,8000,299000,1,,2,136,130,,585,,4,,3,1,0,,,,1,,35,6,
10149068,BBR,1130,199000,2,15,,65,,2012,208,2,2,,1,,1,4,,1,32,,5,,
10149067,WLG,4000,130000,2,,4,51,,,,2,2,,1,,1,,,16,1,,,10,
10149066,WHT,7321,258000,1,11,,100,500,2022,,,,,2,,0,,,,,,,,
10149065,VWV,8380,195000,2,,5,92,,,307,5,2,,1,1,1,,,,1,,,,
10149064,VWV,8380,159000,2,,2,46,,2004,230,,1,,1,1,1,,,1,1,,,,
10149063,VWV,8300,715000,2,,6,80,,1999,103,6,2,,2,2,2,,,1,1,,1,1,
10149061,VOV,9050,339000,1,,2,117,69,1934,394,,,,2,1,0,23,10,2,,,1,,
10149060,VLI,3920,289000,1,,,182,796,1954,752,,,,3,2,0,,,,1,,1,1,
10149059,VLI,3920,215000,1,5,6,,1160,1937,1540,,,,2,,0,,,1,1,1,1160,,
10149058,VLI,3920,149000,1,,6,90,528,1948,551,,,,1,1,0,,,,1,,1,,
10149057,VLI,3920,364000,1,5,6,,1680,1937,1540,,,,3,,0,,,1,1,1,1160,,
10149052,VWV,8300,315000,2,,2,,,,,6,,,1,1,0,,,,,,1,,
10149051,WLG,4623,330000,2,,2,120,,2010,,1,2,3,2,,1,12,,1,1,1,,53,
10149050,VWV,8400,240000,2,,,90,,1936,304,,,,2,1,0,,,26,,,1,7,
10149049,VWV,8400,240000,2,,,80,,1936,214,,,,2,1,0,,,18,,,107,,
10149043,VWV,8301,1495000,2,,,120,,1966,244,8,2,4,3,2,2,,,1,54,,,1,
10149042,VOV,9000,405000,1,,,230,400,2019,50,,,,4,1,0,,,,,,,,
10149040,VOV,9230,451900,1,,,,281,,,,,,4,1,0,,,,,1,1,,
10149039,VOV,9230,480308,1,,,,333,,,,,,3,1,0,,,,1,1,1,,
10149038,WHT,7700,339000,1,,,,700,,248,,,,3,2,0,8,,,29,,566,,
10149036,VWV,8870,265000,1,,2,,165,1956,201,,,,3,1,0,,,,1,,1,,
10149034,WHT,7700,129000,1,,,56,56,,,,,,1,1,0,6,,,20,,,1,
10149029,VAN,2400,385000,1,,,240,400,,168,,3,,3,2,0,,,,,,,,
9941279,VLI,3970,285000,1,,,,500,,,,3,,3,1,0,,,,,,,1,
10149027,VOV,9050,275000,1,,,102,50,1874,188,,2,,2,2,0,,,,10,1,,7,
10149026,VWV,8310,259000,1,,1,105,64,1920,334,,3,,2,1,0,,1,,,,,,
10149025,VWV,8310,399000,2,,2,100,,2016,122,3,3,,3,1,0,,,1,,,,12,
9928973,WLG,4020,190000,1,1,1,100,423,1970,402,,4,,2,1,1,9,,,26,1,72,20,
10149023,VBR,3010,350000,1,,6,159,227,,587,,2,,3,1,0,,,,1,,,,
10149021,VAN,2018,374000,1,,1,125,0,,240,,2,,4,1,0,,,1,1,,,11,
10149020,VAN,2018,374000,2,17,1,125,,,240,,2,,4,1,0,,,1,1,,,11,
10149018,VBR,3080,633700,1,,,,544,,,,3,,3,1,1,,,1,45,,,,
10149017,VBR,3080,636000,1,,,,550,,,,3,,3,1,1,,,,45,,,1,
10149016,VBR,3080,558500,1,,,175,566,,,,3,,3,1,1,19,,,26,,,,
10149015,VBR,3080,556700,1,,2,175,560,,,,3,,3,1,1,19,,,26,,,,
10149014,WNA,5100,319000,2,,2,85,,,106,4,3,,2,1,0,11,,1,29,,,1,
10078232,WLG,4300,195000,1,,1,117,0,,170,,2,,3,1,1,7,,,30,,,8,
9979302,WLG,4920,175000,1,2,1,72,558,1980,1134,,4,,2,1,1,12,,1,26,,,20,
10149011,VAN,2000,3450000,2,16,2,437,,,182,8,,6,5,3,0,,,,1,,,62,
10149009,VAN,2000,368000,2,,2,93,,2021,39,3,2,,1,1,1,10,,,40,,,10,
10149008,VWV,8300,415000,2,,2,58,,2019,84,,2,,1,1,0,6,,,25,,27,15,
10149007,WNA,5670,195000,1,,1,77,3860,,331,,4,,2,1,0,7,,,25,,3860,17,
10149004,VBR,1970,1265000,1,11,1,300,1167,1980,242,,3,7,6,4,0,,,1,47,,,1,
10149003,BBR,1050,645000,2,16,2,115,,,107,4,2,,2,2,0,,,,38,,,11,
10149001,BBR,1050,470000,2,,2,76,,,93,4,2,,1,1,0,,,1,37,,,16,
10149000,BBR,1050,435000,2,,2,76,,,84,4,2,,1,1,0,,,1,37,,,,
10148999,WBR,1380,1190000,1,11,2,225,2300,1975,267,,4,4,3,2,0,27,,,47,1,,10,1
10148998,VAN,2900,235000,1,,6,184,184,,1204,,2,,2,1,0,,,,,,,1,
10148994,WHT,6010,175000,1,,4,160,142,,386,,2,,3,1,1,11,46,13,,1,,36,
10099377,WHT,7340,65000,1,,6,70,100,,,,3,,1,1,8,,,,36,,30,,
10148990,BBR,1200,700000,2,19,2,166,,2021,45,7,,,3,2,0,12,,1,55,,,42,
10148989,BBR,1180,425000,2,,2,72,,2022,55,3,,,1,1,0,,,1,34,,,5,
10148988,BBR,1180,745000,2,15,2,119,,2022,55,3,,,2,2,0,,,1,50,,478,52,
10148987,BBR,1180,295000,2,18,,38,,2022,55,3,2,,0,1,0,,,1,27,,,9,
10148986,BBR,1180,405000,2,,2,77,,2022,55,3,,,1,1,0,,,1,39,,,,
10148985,BBR,1180,635000,2,,2,113,,2022,55,3,,,2,2,0,,,1,47,,,8,
10148984,BBR,1180,1375000,2,19,2,195,,2022,55,2,,4,3,2,0,,,1,72,,,37,
10148983,BBR,1180,635000,2,15,2,108,,2024,55,2,,,2,2,0,,,1,38,,73,18,
10148936,WLG,4357,599000,1,,1,345,2345,,417,,4,,6,2,0,16,1,1,35,1,2345,,
10148935,WHT,6240,225000,1,7,1,150,100,,444,,3,,2,2,0,,,,,,,,
10148933,VBR,1860,1150000,1,11,1,260,1116,2013,120,,4,5,4,2,1,,,,48,,,1,
10148932,VBR,1861,369000,1,,1,169,183,1979,387,,3,,4,1,1,10,,,,1,1,1,
10148930,VAN,2000,379000,1,,,88,21,,454,,2,,1,1,0,,,1,,,,12,
10148928,BBR,1050,420000,2,,1,115,,,286,5,3,,2,2,0,8,,1,50,,,20,
10148924,WBR,1325,315000,1,,2,94,247,1940,252,,3,,1,1,0,10,1,,38,,247,30,
10148923,WBR,1330,495000,1,11,2,125,603,1991,394,,4,,3,1,0,11,1,1,34,,603,40,
10148922,BBR,1020,275000,2,,2,98,,1966,514,3,2,,3,1,1,7,,,32,,,7,
10148921,VWV,8434,260000,2,,4,110,,1933,253,3,,,3,1,0,,,1,1,,,,
10056581,VAN,2200,325000,1,,1,190,238,,392,,2,,3,1,1,,,,,,62,,
10148916,VBR,1600,379000,1,,2,180,236,1930,219,,2,,4,2,2,24,1,1,19,1,163,1,
10148912,VWV,8501,169000,1,,6,155,176,1937,623,,2,,4,1,0,,,1,1,1,1,,
10148911,VWV,8880,235000,1,,4,140,185,,263,,2,,4,2,0,,,,1,1,68,1,
10148909,BBR,1030,475000,2,19,2,114,,,,3,2,,3,1,0,,,,,,,64,
10148908,WHT,6061,50000,1,,6,44,0,,506,,2,,1,1,0,,,,,,,,
10148905,WLG,4020,165000,2,,1,84,,1978,224,2,2,,3,1,1,13,,,22,,,20,
10148903,VAN,2850,339000,1,,,186,472,1930,224,,,,5,,0,16,,,27,,1,,
10148894,VAN,2800,595000,1,7,1,,105,,510,,2,,4,3,1,,,,,,,6,
10148893,WLG,4910,99000,1,,6,146,226,,454,,3,,4,1,1,12,,,1,1,,1,
10148892,BBR,1081,240000,2,15,5,100,,,560,,3,,2,1,0,,,,35,,,10,
10148888,BBR,1080,135000,2,,6,49,,,290,4,2,,2,1,1,,,,1,,,,
10148887,VOV,9180,388000,1,,2,148,262,2015,70,,,,3,1,0,,,,1,1,1,,
10148886,BBR,1080,145000,2,15,6,,,,300,4,2,,1,1,0,,,,1,,,12,
10148885,BBR,1080,149000,2,,6,57,,,298,4,2,,2,1,1,,,,1,,,,
10148882,BBR,1080,209000,2,16,6,107,,,775,4,2,,3,1,1,,,,1,,,,
10148881,WHT,7700,155000,1,,1,93,90,1940,426,,2,,3,1,1,,,,1,,25,,
10148878,WLX,6730,295000,1,,2,140,0,2021,112,,3,,2,2,2,,1,,1,,26,20,
10148877,WLX,6790,165000,1,,6,170,911,1973,353,,2,,3,1,2,,1,,,1,,19,
10148876,VLI,3770,425000,1,,1,350,576,1982,166,,4,,3,1,0,18,,1,42,,413,40,
10148874,WLG,4608,545000,1,,1,283,1521,2009,95,,4,,5,1,0,21,1,,59,1,1405,50,1
10148872,VBR,1600,269000,2,15,4,80,,1987,318,,2,,2,1,0,,,,28,,,,
10148871,VBR,1600,259000,2,15,4,80,,1987,414,,2,,2,1,0,,,,28,,,,
10148868,VWV,8850,331000,2,,,105,,2020,,3,,,2,2,0,,,,1,1,1,25,
10148864,BBR,1150,345000,2,,5,85,,1974,215,4,2,,2,1,0,7,,,32,,,10,
10148863,VOV,9230,329000,1,,1,220,566,1966,359,,2,,4,1,0,25,1,,30,,,1,
10148862,VOV,9450,229000,1,,6,160,752,1964,334,,3,,3,1,0,13,1,1,18,1,600,1,
10148861,VOV,9520,399900,1,,2,188,560,1964,298,,4,,2,1,0,15,,1,30,,,25,
10148858,VLI,3680,569000,1,,,,1193,2015,122,,4,,3,1,0,,,,,,,50,
10148857,VBR,1640,1560000,1,6,1,255,7210,1962,223,,4,5,4,3,0,20,,,25,1,,1,
10148853,WLG,4910,349000,1,,1,179,1462,1969,613,,4,,4,1,1,10,,26,33,,1310,35,
10148849,WHT,7700,219000,2,,4,105,,2022,,3,3,,2,1,1,,,1,56,,,15,
10148847,WHT,7700,199000,2,,4,82,,2022,,3,2,,1,1,1,,,1,31,,,15,
10148845,WHT,7700,239000,2,,4,124,,2022,,3,3,,3,1,1,,,1,40,,,11,
10148844,WHT,7700,179000,2,,4,89,,2022,,3,2,,2,1,1,,,1,35,,,,
10148843,VAN,2000,195000,2,,,52,,1964,234,,,,2,1,0,4,,,,,,,
10148842,VOV,9250,239000,1,,1,117,120,,212,,2,,3,1,1,,1,,1,,42,1,
10148840,VAN,2060,249000,1,,,138,156,1930,530,,,,4,1,0,14,,24,,,1,,
10003602,VAN,2930,325000,1,,,140,215,1932,464,,3,,2,1,0,,,,,,,,
10148832,BBR,1190,1900000,2,17,2,374,,1902,204,3,,6,5,4,0,36,,1,60,,160,25,
9977093,WHT,7060,160000,1,,1,150,0,,360,,3,,3,1,0,,,1,,,,,
10148827,VAN,2000,835000,2,,,210,,,142,,,,2,2,0,11,,,75,,,1,
10148826,VAN,2100,199000,2,,5,80,,1969,136,3,2,,2,1,0,,,,24,,,7,
10148825,WHT,6210,350000,1,,6,175,1460,,454,,4,,4,1,0,,1,1,,,1140,20,
10148823,WLX,6870,295000,1,,,229,5798,,362,,4,,6,2,0,,,,1,,,1,
10112592,WLG,4102,79000,1,,6,,45,,372,,2,,2,,0,,,1,,,,,
10085677,WBR,1390,450000,1,,5,215,1636,,400,,,,5,1,0,16,,,46,,1,1,1
10148821,BBR,1150,945000,1,7,1,214,414,1984,374,,3,,5,3,3,,,1,1,1,223,45,
10148819,BBR,1000,569000,2,,1,207,,1974,231,22,4,,4,3,3,,,1,50,,,120,
10148818,BBR,1080,569000,2,,1,207,,1974,231,22,4,,4,3,3,,,1,50,,,120,
10148817,BBR,1050,465000,2,,1,130,,1958,165,6,2,,3,2,2,,,1,40,1,,10,
10148816,BBR,1150,350000,2,,1,78,,1992,144,3,2,,2,1,1,10,,,24,1,,4,
10130498,WBR,1400,190000,2,15,1,75,,,269,3,2,,2,1,0,,,1,1,,,1,
10148815,VAN,2230,297250,2,,2,96,,2021,,,2,,2,1,0,,,,35,,,25,
10148814,VAN,2230,286750,2,,2,101,,2021,,,2,,2,1,0,,,,42,,,18,
10148813,VBR,3350,285000,1,11,6,260,1433,1940,1901,,4,,3,,0,15,1,1,37,1,1150,15,1
10148812,VAN,2230,308500,2,,2,101,,2021,,,2,,2,1,0,,,,42,,,18,
10148811,VAN,2230,289000,2,,2,96,,,,,2,,2,1,0,,,,1,,,25,
10148810,VAN,2230,295500,2,,2,106,,2021,,,3,,2,1,0,,,,57,,,13,
10148809,VAN,2230,334750,2,,2,124,,2021,,,2,,3,1,0,25,,,32,,,31,
10148808,VBR,3020,345000,1,,1,124,186,1964,271,,2,,3,1,0,,,1,1,,,1,
10148807,VBR,3000,215000,2,18,,24,,1973,230,4,,,0,1,0,2,,,,,,,
10148804,VBR,1731,385000,1,1,,117,800,1977,482,,4,,2,1,0,8,,,33,,,1,
10148802,VAN,2630,515000,1,,1,186,401,1933,277,,2,,4,1,0,,,,67,,255,16,
9988644,VAN,2870,259000,1,,,146,416,1955,850,,3,,4,,0,9,1,1,31,,200,,
10148799,VAN,2930,850000,2,19,6,349,,1987,209,4,3,,3,3,0,24,,13,75,1,,195,
10148798,VWV,8300,895000,2,,2,87,,,103,,,,3,2,0,,,1,,,,1,
10032712,VAN,2270,269000,1,,1,,411,,425,,2,,4,1,1,15,,,45,,300,30,
10148796,VAN,2300,239000,1,,6,150,158,1951,653,,3,,3,2,0,8,1,1,29,,,,
10148795,WLX,6870,98000,1,,6,120,530,,712,,4,,3,,0,14,1,1,15,1,400,,
10148794,VWV,8800,289000,1,,,160,421,2008,105,,,,3,1,0,,,,1,1,1,,
10148793,VWV,8560,155000,2,,,69,,,225,,,,2,1,0,,,1,1,1,1,1,
10148791,WNA,5060,199000,1,,,,205,,1383,,3,,3,1,0,,,,,,,,
10054479,BBR,1083,218000,2,,5,85,,1966,,12,4,,2,1,1,7,,1,29,,,9,
10148788,WLG,4830,310000,1,7,1,,0,,160,,2,,3,2,2,10,1,1,27,,,,
10148786,VBR,1730,229000,2,,2,80,,,142,6,4,,2,1,1,6,,1,,,,10,
10148785,BBR,1030,105000,2,18,6,32,,1992,563,5,,,1,1,0,5,,,15,,,,
10148784,BBR,1000,165000,2,18,1,42,,2009,311,6,2,,1,1,1,,,,26,,,,
10148783,WHT,6142,165000,1,,3,102,546,,,,2,,2,1,1,28,,1,35,,467,32,
10148782,VOV,9300,219000,1,,6,140,520,1930,1022,,3,,3,1,1,14,1,,13,1,,1,
10148781,VOV,9320,219000,1,,6,140,520,1930,1022,,3,,3,1,1,14,1,,13,1,,1,
10148780,VAN,2400,380000,1,,2,207,264,2022,,,3,,3,1,0,,,,1,,,,
10148779,VAN,2310,359000,1,,,160,276,1957,252,,3,,3,1,0,13,1,1,16,1,,1,
10148778,VAN,2350,215000,1,,,,265,,537,,4,,1,1,0,11,,,25,,,20,
10148776,WLG,4800,114500,1,,6,208,135,,300,,2,,2,1,1,14,40,40,25,1,,100,
10148773,WBR,1450,2650000,1,,4,800,33471,,308,,4,6,5,4,0,,,,,,,1,1
10148756,VOV,9506,470000,1,,1,300,1729,,697,,4,,6,2,0,,1,1,1,1,400,20,
10148729,VOV,9070,349000,2,16,2,188,,2004,114,2,2,,4,2,0,14,,1,55,,,3,
10148727,VOV,9042,550000,1,,1,,1000,2007,127,,3,,6,2,0,,,,1,,800,,
10148715,VOV,9820,849000,1,,2,410,1064,1980,221,,4,,4,2,0,23,1,1,58,,864,,
10148711,VAN,2170,199900,1,,5,80,70,,464,,2,,2,1,0,5,,1,12,1,20,,
10148710,VAN,2140,279900,1,,6,190,76,,413,,2,,3,3,0,,,,1,,6,,
10148709,VWV,8450,159000,2,15,6,,,1958,636,,,,2,1,1,,,1,,,,1,
10148708,VAN,2170,324900,1,9,6,170,192,,210,,2,,2,2,0,8,,,28,,85,,
10148707,VAN,2610,895000,1,9,2,315,190,1992,162,,2,,3,2,0,20,,1,47,,50,,
10148706,VAN,2070,274900,2,15,2,93,,,151,,,,2,1,1,6,,1,35,,,1,
10148703,VOV,9320,239000,1,,1,120,180,1918,445,,2,,2,1,0,12,30,,33,,85,25,
10148699,WHT,6040,75000,1,,1,87,40,,325,,3,,2,1,0,,1,1,1,,,,
10148698,BBR,1080,192000,2,,6,130,,,156,26,4,,2,1,0,10,,4,35,,,12,
10148697,WHT,6032,250000,1,,2,170,2100,,416,,4,,3,1,0,,,1,1,,,,
10148696,WHT,6032,150000,1,,5,121,539,,578,,2,,2,1,0,,1,1,28,,,1,
10148695,VBR,3000,145000,2,21,1,17,,2015,77,,2,,1,1,0,,,,1,,,,
10148694,VBR,3000,145000,2,21,1,17,,2015,77,,2,,1,1,0,,,,1,,,,
10148693,WHT,6032,745000,1,7,1,,0,,171,,2,,10,8,0,,,,,,,,
10148689,VAN,2018,249000,2,,2,,,,191,,2,,2,1,0,,,,,,,1,
10148688,VAN,2610,285000,2,,1,80,,,208,,2,,1,1,0,,,,,,,1,
10092686,VAN,2018,549000,1,,1,210,145,,448,,2,,4,2,0,,1,1,1,1,56,,
10148685,WLX,6940,140000,1,,,40,125,,1191,,4,,1,1,1,7,,,13,,,1,
10148681,VWV,8820,300000,1,,,140,201,,,,2,,3,1,1,10,,,45,,125,,
10148679,VBR,3000,289000,1,,1,100,74,,,,2,,2,1,0,,,,,,,1,
10148678,VAN,2610,295000,2,,1,115,,1958,296,5,3,,3,1,0,,,1,,,,5,
10148675,VAN,2920,1075000,1,11,2,260,2170,2020,,,4,,4,2,0,13,,,35,1,,1,1
10148673,VBR,1742,149000,1,,6,155,130,,603,,3,,2,1,0,7,,,25,,,,
10148672,VLI,3500,520000,2,,2,164,,2022,,5,,,3,2,0,,,,,,,39,
10148671,VLI,3500,301000,2,,2,98,,2022,,5,,,2,1,0,,,,,,,12,
10148670,VLI,3500,289000,2,,2,98,,2022,,3,,,2,1,0,,,,,,,10,
10148669,VOV,9000,320000,2,,,133,,,278,,,,2,1,0,,,,,,,1,
10092708,VOV,9600,149000,1,,6,156,418,,714,,2,,2,1,0,,,,,,334,1,
10148668,WHT,6150,125000,1,,6,100,480,,724,,3,,2,1,0,9,1,1,25,1,250,1,
10148667,WLG,4100,199000,1,,1,161,0,,364,,2,,5,1,0,17,1,1,13,1,,1,
10148665,WHT,6111,275000,1,,2,185,460,1980,364,,3,,4,2,0,18,,1,45,,250,25,
10148658,WHT,7350,595000,1,6,2,339,1038,2018,146,,4,,4,2,0,53,,1,70,,453,57,1
10134120,BBR,1000,369000,2,15,2,100,,2014,226,4,2,,2,1,0,,,1,40,,,40,
10148653,WHT,6010,155000,1,8,5,,0,,320,,2,,1,,0,,,,,,,1,
10148651,WHT,6000,185000,1,,1,150,0,,236,,3,,2,1,0,20,1,1,15,1,,1,
10148649,VAN,2250,550000,1,,,537,2200,1993,466,,4,,4,2,0,,,,,,,,
10148648,WHT,7301,175000,1,,2,145,500,,317,,2,,1,1,0,,1,1,1,,,1,
10148645,WHT,6280,250000,1,,1,126,615,1981,703,,4,,4,1,1,10,1,,37,,,28,
10148644,VOV,9308,329000,1,,2,170,539,,442,,3,,3,1,0,15,,,30,,210,45,
10028839,WHT,7712,159000,1,,1,141,235,,297,,2,,4,1,1,20,1,1,23,,160,1,
10148638,WHT,7110,120000,1,,1,129,0,,457,,3,,2,1,0,5,1,1,,,27,1,
10148637,WHT,7500,275000,1,,2,160,459,1972,300,,2,,4,1,5,8,1,1,30,,318,15,
10148633,VAN,2880,235000,1,,,100,100,1886,483,,3,,2,1,0,8,,1,25,,,,
10148629,VBR,1500,219000,2,,1,64,,,,,2,,2,2,0,,,,,,,20,
10016776,VBR,1602,245000,2,16,1,102,,,201,,3,,2,1,1,12,,,34,,,6,
10148622,VLI,3510,285000,1,,1,304,561,1936,502,,2,,4,2,0,20,1,1,13,1,,1,
10148618,VBR,3071,599550,1,11,,,1472,2022,,,4,,3,,0,8,,,32,,,,
10057470,VBR,1730,570000,1,11,1,200,1182,1984,212,,4,,3,2,1,15,1,,22,1,700,35,
10148614,BBR,1200,760000,1,,1,259,178,1958,290,,2,,5,2,2,10,1,1,30,1,75,12,
10148613,VAN,2070,285000,2,,2,100,,1994,241,2,2,,2,1,0,,,,1,,,1,
10032570,WLG,4470,248000,1,8,6,267,630,,316,,2,,3,1,1,8,1,1,41,,,70,
10016299,BBR,1180,2200000,1,11,2,550,1250,1989,,,4,,5,4,4,,,1,,,1000,1,
10148609,VAN,2300,385000,1,,,182,324,1966,165,,3,,3,1,0,,1,1,,,,1,
10148606,VAN,2491,569000,1,8,1,375,441,,,,2,,4,2,1,,,,,,1,,
10148604,VAN,2491,569000,1,7,1,375,441,,,,2,,4,2,1,,,,,,1,,
10148601,VAN,2940,275000,1,,,174,400,2021,501,,3,,4,1,0,,,,,,320,,
10148599,VAN,2830,255000,2,,,66,,2019,,,,,1,1,0,,,,1,1,1,1,
10148598,VWV,8800,330000,1,,6,242,747,1960,588,,,,3,2,0,,,1,1,1,625,,
10148597,VOV,9550,175000,1,,6,191,224,1936,645,,,,5,2,0,,,1,1,1,1,,
10148596,VOV,9473,645000,1,6,,544,458,2001,126,,,,6,1,0,,,1,1,1,,,1
10148595,VAN,2880,249000,1,,6,155,470,,,,,,5,1,0,8,,,16,1,330,,
10148592,VOV,9050,324000,1,,4,102,51,,165,,,,2,,0,,,,1,1,1,1,
10148591,VWV,8770,230000,1,,,151,140,,312,,,,2,1,0,,,,1,,,1,
10148586,WNA,5000,3900000,1,7,3,6120,6118,1968,,,4,,90,45,0,,1,,,,,1,
10148585,VAN,2861,320000,2,16,,161,,1989,724,3,,,3,1,0,,,,1,1,1,1,
10148581,VOV,9000,198000,2,,2,65,,,254,,,,1,1,0,6,,,,1,,,
10148580,VWV,8670,399000,1,11,,125,443,1960,321,,,,3,1,0,,,,,,1,,
10148579,VWV,8760,271000,1,,,,0,,,,,,3,1,0,,,,,,,,
10148577,WNA,5000,52000,1,,6,,0,,,,2,,3,,0,,,,,,,,
10148573,VAN,2450,389000,1,,,241,0,,1240,,4,,3,1,0,,1,,,,,1,
10148572,VAN,2490,299000,1,,,187,1500,2005,211,,4,,4,1,0,,1,1,,,,1,
10148571,VAN,2450,395000,1,,,165,897,,252,,4,,4,1,0,,1,1,,,,1,
10148570,VAN,2400,199000,1,,,,444,,679,,3,,3,1,0,,,,,,,1,
10148564,VAN,2610,229000,2,,,95,,,192,,,,2,1,0,,,1,,,,1,
10148559,VAN,2600,219000,2,,1,82,,1967,187,12,,,2,1,0,,,1,25,,,11,
10111831,VAN,2860,495000,1,,1,,2337,1980,669,,,,5,1,0,27,,,28,,,,
10083351,VAN,2222,249000,1,,,,0,,660,,,,3,,0,,,,,,,,
10148553,VAN,2221,195000,2,16,2,47,,2014,150,,,,1,1,0,,,,1,,,30,
10148552,VAN,2500,445000,1,,1,,0,2000,255,,,,3,1,0,,,,1,,1,,
10148551,VAN,2070,349000,1,,2,155,126,2003,149,,,,3,1,0,,,,1,1,1,1,
10148550,VAN,2170,189500,2,,5,80,,1975,147,3,,,2,1,0,,,,1,1,,1,
10148545,VWV,8200,445000,1,,6,215,700,1963,821,,,,6,,0,,,1,1,,1,,
10148544,VAN,2940,574000,1,,2,231,663,2004,179,,,,3,1,0,13,40,1,,,663,,
10148540,VOV,9255,245000,1,,,,0,,,,,,3,,0,,,,,,,,
10148529,VOV,9600,249900,1,,,,150,2022,,,,,3,1,0,,,,,,,1,
10148528,VOV,9600,249900,1,,,,150,2022,,,,,3,1,0,,,,,,,1,
10148527,VOV,9600,209900,1,,,,121,2022,,,,,2,1,0,,,,,,,1,
10148526,VOV,9600,209900,1,,,,137,2022,,,,,2,1,0,,,,,,,,
10148525,VOV,9000,240000,1,,6,147,75,1928,331,,,,4,1,0,10,,,,,1,,
9972736,VOV,9600,129000,1,,6,126,150,1938,499,,,,3,,0,9,,20,,1,60,,
10148524,VOV,9680,349000,1,,5,273,388,1982,413,,,,4,2,0,30,,65,,,211,22,
10148522,VWV,8400,179000,2,,4,,,1900,232,,2,,2,1,1,,,1,1,1,,,
10148520,VWV,8300,899000,2,,2,113,,,218,,,,3,1,1,,,1,1,1,,1,
10112819,VAN,2140,169000,2,,1,,,1965,205,,,,2,1,0,6,,2,32,,,,
10030418,VAN,2830,484000,1,7,1,,180,1974,361,,,,0,,0,,,,1,,60,,
10148506,VWV,8300,715000,2,,,80,,1996,134,,2,,2,,0,,,,,,,,
10148504,VOV,9290,490000,1,,1,,0,1982,278,,3,,4,2,0,,,,,,,,
10148503,VOV,9140,710000,1,11,2,328,1628,1986,227,,4,,3,1,1,,,,,,1,,
10148502,VOV,9160,935000,1,11,2,372,2274,1979,242,,4,,4,2,0,,,,,,2274,,
10148499,VOV,9050,449000,1,7,6,304,290,,600,,2,,5,2,0,,,,1,,,,
10148488,VBR,1755,220000,1,,6,,305,,633,,2,,2,,0,7,34,15,11,1,,,
10148487,VBR,3000,365000,2,,,90,,,287,,2,,2,1,1,,,,,,,,
10148486,VBR,3010,400000,1,,,177,265,,343,,2,,5,1,1,,,,,,,,
10148485,VWV,8500,415000,1,10,1,164,207,1918,135,,2,,3,2,0,,,1,,1,,1,
10148480,VLI,3570,529000,1,,2,204,1249,2018,,,4,,4,2,0,25,47,,50,,1,18,
10148476,BBR,1190,325000,2,,1,98,,1925,338,,2,,2,1,0,14,,6,30,,82,16,
10148474,VLI,3630,549000,1,,,,0,1875,321,,,,4,,0,,,,,,,,
10148471,VOV,9000,675000,1,,6,250,129,,551,,2,,3,1,0,,,,,,,,
10148470,VAN,2500,399000,1,8,1,202,105,1936,326,,2,,3,1,0,,,1,,,,23,
10148468,VOV,9000,220000,1,,6,132,90,1933,915,,2,,3,1,0,,,,1,,,,
10148467,VAN,2288,265000,1,,6,128,0,,692,,3,,3,1,0,,,1,,,1,1,
10148466,VOV,9031,349000,1,,6,150,311,1956,405,,3,,3,1,0,,,,1,,,,
10148464,VAN,2560,349000,1,,6,234,840,1979,589,,4,,5,1,1,,,1,40,,1,2,
10148462,VAN,2500,625000,1,,1,237,910,1972,375,,4,,3,1,0,,,,,,454,,
10148461,VAN,2500,399000,1,,1,202,105,1936,326,,2,,3,1,0,,,1,,,,23,
10148459,VAN,2500,180000,1,,,61,85,,388,,,,1,1,0,,,,,,1,,
10148457,VAN,2520,369000,1,13,6,165,1068,1962,663,,4,,3,1,0,,,,,,809,10,
10148456,VWV,8400,270000,1,8,5,,75,1984,406,,,,2,2,0,,,,,,,,
10148454,VWV,8400,125000,2,,1,70,,1971,171,4,,,2,1,0,,,,,,,,
10148453,VWV,8400,260000,2,,2,95,,1993,438,,,,3,1,0,,,,,,,,
10148452,VLI,3500,260000,2,,1,73,,1976,464,8,4,,2,1,0,,,,,,,1,
10148450,VOV,9300,169000,2,,,98,,1970,152,,2,,2,1,0,,,,27,,,,
10148449,VOV,9300,169000,2,,,98,,1970,152,,2,,2,1,0,,,,27,,,,
10148444,VOV,9300,255000,1,,1,185,75,1935,406,,2,,4,1,0,13,,15,28,,1,,
10148443,VOV,9300,255000,1,,1,185,75,1935,406,,2,,4,1,0,13,,15,28,,1,,
10148442,VWV,8434,259000,2,16,2,93,,,392,,,,3,1,0,,,,,,,,
10148441,VWV,8434,198000,2,,,58,,2010,165,,,,1,1,0,,,,,,1,1,
